question,instruction,answer
What is Elizabeth Bennet’s first impression of Mr. Darcy? (context version 4818),Answer the following question based on the context.,"Elizabeth initially finds Mr. Darcy arrogant and prideful, particularly after he refuses to dance with her and makes dismissive remarks. (variation 4818)"
What is Raskolnikov’s reaction after leaving Alyona Ivanovna’s apartment? (context version 12860),Answer the following question based on the context.,"After leaving, Raskolnikov feels intense revulsion and self-hatred, questioning his sanity and morality for considering murder. (variation 12860)"
What is Raskolnikov’s reaction after leaving Alyona Ivanovna’s apartment? (context version 11390),Answer the following question based on the context.,"After leaving, Raskolnikov feels intense revulsion and self-hatred, questioning his sanity and morality for considering murder. (variation 11390)"
Why does the creature become violent? (context version 6522),Answer the following question based on the context.,The creature becomes violent after repeated rejection and abuse from humans. His loneliness and Victor's abandonment fuel his desire for revenge. (variation 6522)
Why does the creature become violent? (context version 6508),Answer the following question based on the context.,The creature becomes violent after repeated rejection and abuse from humans. His loneliness and Victor's abandonment fuel his desire for revenge. (variation 6508)
How does Estella influence Pip's ambitions? (context version 1210),Answer the following question based on the context.,Estella’s beauty and scorn awaken Pip’s desire to become a gentleman. He mistakenly believes that improving his social status will win her affection. (variation 1210)
What internal conflict does Raskolnikov experience as he walks to the old woman's house? (context version 7338),Answer the following question based on the context.,"Raskolnikov struggles with fear and self-loathing, questioning whether he is capable of committing a crime he has been contemplating and feeling disgusted with himself for even considering it. (variation 7338)"
What motivates Victor Frankenstein to create life? (context version 422),Answer the following question based on the context.,"Victor is driven by a thirst for knowledge and glory. He becomes obsessed with uncovering the secrets of life and overcoming death, believing he can benefit humanity. (variation 422)"
What internal conflict does Raskolnikov experience as he walks to the old woman's house? (context version 12575),Answer the following question based on the context.,"Raskolnikov struggles with fear and self-loathing, questioning whether he is capable of committing a crime he has been contemplating and feeling disgusted with himself for even considering it. (variation 12575)"
How does Estella influence Pip's ambitions? (context version 1707),Answer the following question based on the context.,Estella’s beauty and scorn awaken Pip’s desire to become a gentleman. He mistakenly believes that improving his social status will win her affection. (variation 1707)
How does Mr. Darcy demonstrate his change of character to Elizabeth? (context version 1159),Answer the following question based on the context.,"Mr. Darcy shows his change by helping Lydia Bennet’s family and by treating Elizabeth and her relatives with humility and respect, countering her earlier perception of him. (variation 1159)"
